isoform,compare,Freq,fc,log2FC,uncertainty,isoform_compare,gene_id,gene_name,gene_type,transcript_name,transcript_type,transcript_length,exon_count,junction_count,classification
ENST00000200639,M8/D6,2,0.76390473,-0.388538472,0.207370685,ENST00000200639.9 M8/D6,ENSG00000005893.17,LAMP2,protein_coding,LAMP2-201,protein_coding,6535,9,8,Low Confidence
ENST00000202017,D5/D6,2,0.86271603,-0.213048588,0.294501279,ENST00000202017.6 D5/D6,ENSG00000088356.6,PDRG1,protein_coding,PDRG1-201,protein_coding,1957,5,4,Low Confidence
ENST00000202773,D5/D6,4,1.208105244,0.271639041,2.288151207,ENST00000202773.14 D5/D6,ENSG00000089009.16,RPL6,protein_coding,RPL6-201,protein_coding,921,7,6,Medium Confidence
ENST00000202773,F7/D6,3,1.101633759,0.139618715,0.423643935,ENST00000202773.14 F7/D6,ENSG00000089009.16,RPL6,protein_coding,RPL6-201,protein_coding,921,7,6,High Confidence
ENST00000202773,M8/D6,4,0.817622158,-0.29056302,0.566762347,ENST00000202773.14 M8/D6,ENSG00000089009.16,RPL6,protein_coding,RPL6-201,protein_coding,921,7,6,High Confidence
ENST00000202834,M8/D6,2,0.847637132,-0.238485327,0.236082154,ENST00000202834.11 M8/D6,ENSG00000089063.15,TMEM230,protein_coding,TMEM230-201,protein_coding,1472,4,3,Low Confidence
ENST00000202917,F7/D6,4,1.408223856,0.493753025,0.752674403,ENST00000202917.10 F7/D6,ENSG00000089127.15,OAS1,protein_coding,OAS1-201,protein_coding,1631,6,5,High Confidence
ENST00000202917,M8/D6,3,0.176929154,-2.503313673,5.506971997,ENST00000202917.10 M8/D6,ENSG00000089127.15,OAS1,protein_coding,OAS1-201,protein_coding,1631,6,5,Low Confidence
ENST00000203001,M8/D6,2,0.745951203,-0.422868128,0.543294442,ENST00000203001.7 M8/D6,ENSG00000089195.15,TRMT6,protein_coding,TRMT6-201,protein_coding,2929,11,10,Low Confidence
ENST00000203407,D5/D6,3,0.95257161,-0.070139908,0.52188021,ENST00000203407.6 D5/D6,ENSG00000010256.11,UQCRC1,protein_coding,UQCRC1-201,protein_coding,1595,13,12,High Confidence
ENST00000203556,D5/D6,3,0.871454346,-0.198697754,1.158724912,ENST00000203556.9 D5/D6,ENSG00000089639.11,GMIP,protein_coding,GMIP-201,protein_coding,3528,21,20,High Confidence
ENST00000203556,M8/D6,3,1.298658182,0.375950698,2.713590654,ENST00000203556.9 M8/D6,ENSG00000089639.11,GMIP,protein_coding,GMIP-201,protein_coding,3528,21,20,Medium Confidence
ENST00000204517,D5/D6,3,2.101348888,1.069571501,3.463549415,ENST00000204517.11 D5/D6,ENSG00000090447.12,TFAP4,protein_coding,TFAP4-201,protein_coding,2163,7,6,Medium Confidence
ENST00000204549,D5/D6,3,1.416225478,0.501926536,0.931329917,ENST00000204549.9 D5/D6,ENSG00000090470.15,PDCD7,protein_coding,PDCD7-201,protein_coding,2823,5,4,High Confidence
ENST00000204679,M8/D6,2,0.845273173,-0.242561764,0.843550966,ENST00000204679.9 M8/D6,ENSG00000090581.11,GNPTG,protein_coding,GNPTG-201,protein_coding,1975,11,10,Low Confidence
ENST00000205061,D5/D6,2,0.759984942,-0.395969144,0.405856521,ENST00000205061.9 D5/D6,ENSG00000090863.12,GLG1,protein_coding,GLG1-201,protein_coding,8261,27,26,Low Confidence
ENST00000205061,M8/D6,2,0.566706286,-0.82140377,5.361926949,ENST00000205061.9 M8/D6,ENSG00000090863.12,GLG1,protein_coding,GLG1-201,protein_coding,8261,27,26,Low Confidence
ENST00000205636,M8/D6,3,0.822166216,-0.282501157,0.147753045,ENST00000205636.4 M8/D6,ENSG00000091317.8,CMTM6,protein_coding,CMTM6-201,protein_coding,3307,4,3,High Confidence
ENST00000206451,D5/D6,3,0.915850434,-0.126820533,0.175571185,ENST00000206451.11 D5/D6,ENSG00000092010.15,PSME1,protein_coding,PSME1-201,protein_coding,965,11,10,High Confidence
ENST00000206542,D5/D6,2,1.362745221,0.446452906,0.934185853,ENST00000206542.9 D5/D6,ENSG00000092094.11,OSGEP,protein_coding,OSGEP-201,protein_coding,1976,11,10,Low Confidence
ENST00000206542,M8/D6,2,0.752614601,-0.410020273,0.218923635,ENST00000206542.9 M8/D6,ENSG00000092094.11,OSGEP,protein_coding,OSGEP-201,protein_coding,1976,11,10,Low Confidence
ENST00000207549,D5/D6,3,0.737740519,-0.438917717,0.843575114,ENST00000207549.9 D5/D6,ENSG00000092929.13,UNC13D,protein_coding,UNC13D-201,protein_coding,4080,32,31,High Confidence
ENST00000207549,M8/D6,3,0.72283892,-0.468290497,0.50436932,ENST00000207549.9 M8/D6,ENSG00000092929.13,UNC13D,protein_coding,UNC13D-201,protein_coding,4080,32,31,High Confidence
ENST00000209875,D5/D6,3,0.92632077,-0.110581435,1.066252732,ENST00000209875.9 D5/D6,ENSG00000094916.16,CBX5,protein_coding,CBX5-201,protein_coding,11546,5,4,High Confidence
ENST00000210444,M8/D6,3,0.73600888,-0.442400862,1.162559567,ENST00000210444.6 M8/D6,ENSG00000095380.11,NANS,protein_coding,NANS-201,protein_coding,1179,6,5,High Confidence
ENST00000211287,D5/D6,3,0.437034686,-1.19433204,1.024421804,ENST00000211287.9 D5/D6,ENSG00000156711.17,MAPK13,protein_coding,MAPK13-201,protein_coding,6316,12,11,High Confidence
ENST00000211287,M8/D6,2,0.640952046,-0.641880394,1.529286616,ENST00000211287.9 M8/D6,ENSG00000156711.17,MAPK13,protein_coding,MAPK13-201,protein_coding,6316,12,11,Low Confidence
ENST00000211314,D5/D6,4,0.715619718,-0.482747566,0.241325313,ENST00000211314.5 D5/D6,ENSG00000096092.6,TMEM14A,protein_coding,TMEM14A-201,protein_coding,988,5,4,High Confidence
ENST00000211314,M8/D6,3,0.723691691,-0.466575342,0.394677663,ENST00000211314.5 M8/D6,ENSG00000096092.6,TMEM14A,protein_coding,TMEM14A-201,protein_coding,988,5,4,High Confidence
ENST00000211379,M8/D6,2,0.639102608,-0.647008324,3.952525257,ENST00000211379.9 M8/D6,ENSG00000204463.14,BAG6,protein_coding,BAG6-234,protein_coding,3779,25,24,Low Confidence
ENST00000212355,D5/D6,2,4.163356268,2.056273743,4.516978229,ENST00000212355.9 D5/D6,ENSG00000069702.11,TGFBR3,protein_coding,TGFBR3-201,protein_coding,6339,17,16,Low Confidence
ENST00000214869,D5/D6,2,0.877472856,-0.188608778,0.698343531,ENST00000214869.7 D5/D6,ENSG00000099203.7,TMED1,protein_coding,TMED1-201,protein_coding,1633,4,3,Low Confidence
ENST00000215061,D5/D6,2,0.577527819,-0.792076205,0.731049048,ENST00000215061.9 D5/D6,ENSG00000099330.9,OCEL1,protein_coding,OCEL1-201,protein_coding,1111,6,5,Low Confidence
ENST00000215565,D5/D6,3,0.810631087,-0.30303545,1.032130756,ENST00000215565.3 D5/D6,ENSG00000099795.7,NDUFB7,protein_coding,NDUFB7-201,protein_coding,535,3,2,High Confidence
ENST00000215565,M8/D6,3,0.869340588,-0.202007092,0.058893451,ENST00000215565.3 M8/D6,ENSG00000099795.7,NDUFB7,protein_coding,NDUFB7-201,protein_coding,535,3,2,High Confidence
ENST00000215567,D5/D6,3,0.959652734,-0.059440291,0.412789198,ENST00000215567.10 D5/D6,ENSG00000099797.15,TECR,protein_coding,TECR-201,protein_coding,1139,13,12,High Confidence
ENST00000215567,F7/D6,3,0.803263332,-0.316194395,0.983043796,ENST00000215567.10 F7/D6,ENSG00000099797.15,TECR,protein_coding,TECR-201,protein_coding,1139,13,12,High Confidence
ENST00000215570,D5/D6,3,1.366687443,0.449917392,2.285892566,ENST00000215570.8 D5/D6,ENSG00000099800.8,TIMM13,protein_coding,TIMM13-201,protein_coding,1664,3,2,Medium Confidence
ENST00000215631,D5/D6,4,0.425520285,-1.232877874,0.909774531,ENST00000215631.9 D5/D6,ENSG00000099860.9,GADD45B,protein_coding,GADD45B-201,protein_coding,1371,4,3,High Confidence
ENST00000215631,F7/D6,3,1.204578838,0.268516705,0.289664493,ENST00000215631.9 F7/D6,ENSG00000099860.9,GADD45B,protein_coding,GADD45B-201,protein_coding,1371,4,3,High Confidence
ENST00000215659,D5/D6,3,1.866366099,0.899901773,1.508463542,ENST00000215659.13 D5/D6,ENSG00000188130.14,MAPK12,protein_coding,MAPK12-201,protein_coding,1778,12,11,High Confidence
ENST00000215790,M8/D6,2,1.222365198,0.28874143,3.597060867,ENST00000215790.12 M8/D6,ENSG00000099992.16,TBC1D10A,protein_coding,TBC1D10A-201,protein_coding,1972,9,8,Medium Confidence
ENST00000215794,D5/D6,4,0.792164608,-0.336370639,1.059680224,ENST00000215794.8 D5/D6,ENSG00000184979.11,USP18,protein_coding,USP18-201,protein_coding,1858,11,10,High Confidence
ENST00000215832,D5/D6,2,1.25465912,0.327279131,0.475626782,ENST00000215832.11 D5/D6,ENSG00000100030.15,MAPK1,protein_coding,MAPK1-201,protein_coding,5881,9,8,Low Confidence
ENST00000215838,D5/D6,2,0.464881683,-1.105139219,1.017634348,ENST00000215838.8 D5/D6,ENSG00000185339.10,TCN2,protein_coding,TCN2-201,protein_coding,2192,9,8,Low Confidence
ENST00000215838,M8/D6,2,1.847602925,0.885109886,2.747793291,ENST00000215838.8 M8/D6,ENSG00000185339.10,TCN2,protein_coding,TCN2-201,protein_coding,2192,9,8,Medium Confidence
ENST00000215882,D5/D6,3,0.82306739,-0.281301717,1.624224886,ENST00000215882.10 D5/D6,ENSG00000100075.10,SLC25A1,protein_coding,SLC25A1-201,protein_coding,1548,9,8,High Confidence
ENST00000215909,D5/D6,3,1.162095716,0.216697937,0.463949118,ENST00000215909.10 D5/D6,ENSG00000100097.12,LGALS1,protein_coding,LGALS1-201,protein_coding,528,4,3,High Confidence
ENST00000215909,F7/D6,4,1.36686534,0.450711982,0.860491326,ENST00000215909.10 F7/D6,ENSG00000100097.12,LGALS1,protein_coding,LGALS1-201,protein_coding,528,4,3,High Confidence
ENST00000215909,M8/D6,3,0.752729036,-0.409803216,0.19963046,ENST00000215909.10 M8/D6,ENSG00000100097.12,LGALS1,protein_coding,LGALS1-201,protein_coding,528,4,3,High Confidence
ENST00000215912,D5/D6,3,0.528492543,-0.922496217,4.152453355,ENST00000215912.10 D5/D6,ENSG00000100100.13,PIK3IP1,protein_coding,PIK3IP1-201,protein_coding,2420,6,5,Low Confidence
ENST00000215917,D5/D6,3,1.672038678,0.738111577,4.876145392,ENST00000215917.11 D5/D6,ENSG00000100104.13,SRRD,protein_coding,SRRD-201,protein_coding,4020,7,6,Low Confidence
ENST00000215956,D5/D6,2,1.421122619,0.50702406,0.311068435,ENST00000215956.10 D5/D6,ENSG00000100138.15,SNU13,protein_coding,SNU13-201,protein_coding,877,3,2,Low Confidence
ENST00000215980,D5/D6,3,0.802899668,-0.316712761,0.174316934,ENST00000215980.10 D5/D6,ENSG00000100162.15,CENPM,protein_coding,CENPM-201,protein_coding,938,6,5,High Confidence
ENST00000215980,M8/D6,4,1.425487493,0.511131296,1.227273231,ENST00000215980.10 M8/D6,ENSG00000100162.15,CENPM,protein_coding,CENPM-201,protein_coding,938,6,5,High Confidence
ENST00000216019,D5/D6,3,1.354497809,0.437222744,1.930882843,ENST00000216019.11 D5/D6,ENSG00000100201.23,DDX17,protein_coding,DDX17-201,retained_intron,6441,12,11,Medium Confidence
ENST00000216034,M8/D6,3,0.829024879,-0.272121257,3.341113091,ENST00000216034.6 M8/D6,ENSG00000100216.6,TOMM22,protein_coding,TOMM22-201,protein_coding,2031,4,3,Medium Confidence
ENST00000216037,D5/D6,3,0.64960329,-0.623716644,3.063808911,ENST00000216037.10 D5/D6,ENSG00000100219.17,XBP1,protein_coding,XBP1-201,protein_coding,1850,5,4,Medium Confidence
ENST00000216037,F7/D6,3,0.891905393,-0.166002896,2.574284617,ENST00000216037.10 F7/D6,ENSG00000100219.17,XBP1,protein_coding,XBP1-201,protein_coding,1850,5,4,Medium Confidence
ENST00000216037,M8/D6,3,0.832414496,-0.264865871,1.284610731,ENST00000216037.10 M8/D6,ENSG00000100219.17,XBP1,protein_coding,XBP1-201,protein_coding,1850,5,4,High Confidence
ENST00000216038,D5/D6,3,0.82731672,-0.27354336,0.617411561,ENST00000216038.6 D5/D6,ENSG00000100220.12,RTCB,protein_coding,RTCB-201,protein_coding,2019,12,11,High Confidence
ENST00000216038,F7/D6,3,1.117127066,0.159768616,0.41385998,ENST00000216038.6 F7/D6,ENSG00000100220.12,RTCB,protein_coding,RTCB-201,protein_coding,2019,12,11,High Confidence
ENST00000216039,D5/D6,2,1.349426001,0.432342135,0.227409645,ENST00000216039.9 D5/D6,ENSG00000100221.11,JOSD1,protein_coding,JOSD1-201,protein_coding,3648,4,3,Low Confidence
ENST00000216085,M8/D6,2,0.720195775,-0.47361495,1.02635807,ENST00000216085.12 M8/D6,ENSG00000100263.14,RHBDD3,protein_coding,RHBDD3-201,protein_coding,1777,7,6,Low Confidence
ENST00000216115,D5/D6,3,1.771426319,0.824369609,1.92682328,ENST00000216115.3 D5/D6,ENSG00000100290.3,BIK,protein_coding,BIK-201,protein_coding,951,5,4,Medium Confidence
ENST00000216115,F7/D6,3,0.328943986,-1.604130114,0.551031086,ENST00000216115.3 F7/D6,ENSG00000100290.3,BIK,protein_coding,BIK-201,protein_coding,951,5,4,High Confidence
ENST00000216115,M8/D6,3,2.221635065,1.15131512,1.460425044,ENST00000216115.3 M8/D6,ENSG00000100290.3,BIK,protein_coding,BIK-201,protein_coding,951,5,4,High Confidence
ENST00000216117,D5/D6,4,0.374245749,-1.419054774,2.236970535,ENST00000216117.9 D5/D6,ENSG00000100292.18,HMOX1,protein_coding,HMOX1-201,protein_coding,1554,5,4,Medium Confidence
ENST00000216117,F7/D6,3,0.636185161,-0.652825868,1.538417822,ENST00000216117.9 F7/D6,ENSG00000100292.18,HMOX1,protein_coding,HMOX1-201,protein_coding,1554,5,4,High Confidence
ENST00000216117,M8/D6,4,0.426915931,-1.228816865,1.966783151,ENST00000216117.9 M8/D6,ENSG00000100292.18,HMOX1,protein_coding,HMOX1-201,protein_coding,1554,5,4,Medium Confidence
ENST00000216121,F7/D6,4,1.519420664,0.603446835,0.587719095,ENST00000216121.12 F7/D6,ENSG00000184117.12,NIPSNAP1,protein_coding,NIPSNAP1-201,protein_coding,2013,10,9,High Confidence
ENST00000216121,M8/D6,2,0.860493897,-0.216763494,0.070587904,ENST00000216121.12 M8/D6,ENSG00000184117.12,NIPSNAP1,protein_coding,NIPSNAP1-201,protein_coding,2013,10,9,Low Confidence
ENST00000216122,D5/D6,3,1.323902047,0.403692705,2.761461056,ENST00000216122.9 D5/D6,ENSG00000100297.16,MCM5,protein_coding,MCM5-201,protein_coding,3458,17,16,Medium Confidence
ENST00000216124,D5/D6,2,0.739428157,-0.437037969,4.58775342,ENST00000216124.10 D5/D6,ENSG00000100299.18,ARSA,protein_coding,ARSA-201,protein_coding,4294,8,7,Low Confidence
ENST00000216129,D5/D6,3,1.909410627,0.932051157,2.752548961,ENST00000216129.7 D5/D6,ENSG00000100304.13,TTLL12,protein_coding,TTLL12-201,protein_coding,3386,14,13,Medium Confidence
ENST00000216146,D5/D6,4,1.232967446,0.302044182,0.648355459,ENST00000216146.9 D5/D6,ENSG00000100316.16,RPL3,protein_coding,RPL3-201,protein_coding,1296,10,9,High Confidence
ENST00000216146,F7/D6,4,1.278220506,0.354112402,0.334852387,ENST00000216146.9 F7/D6,ENSG00000100316.16,RPL3,protein_coding,RPL3-201,protein_coding,1296,10,9,High Confidence
ENST00000216181,D5/D6,4,0.859586234,-0.218556518,1.123552343,ENST00000216181.11 D5/D6,ENSG00000100345.23,MYH9,protein_coding,MYH9-201,protein_coding,7451,41,40,High Confidence
ENST00000216185,D5/D6,3,1.1570136,0.210394212,0.283624956,ENST00000216185.7 D5/D6,ENSG00000100348.10,TXN2,protein_coding,TXN2-201,protein_coding,1336,4,3,High Confidence
ENST00000216185,F7/D6,3,1.156803957,0.210100697,0.549395803,ENST00000216185.7 F7/D6,ENSG00000100348.10,TXN2,protein_coding,TXN2-201,protein_coding,1336,4,3,High Confidence
ENST00000216190,D5/D6,3,1.323475892,0.404301758,0.457721593,ENST00000216190.13 D5/D6,ENSG00000100353.18,EIF3D,protein_coding,EIF3D-201,protein_coding,1880,15,14,High Confidence
ENST00000216190,F7/D6,3,1.224433653,0.292065669,0.583513695,ENST00000216190.13 F7/D6,ENSG00000100353.18,EIF3D,protein_coding,EIF3D-201,protein_coding,1880,15,14,High Confidence
ENST00000216190,M8/D6,3,1.110439903,0.151100454,0.462714345,ENST00000216190.13 M8/D6,ENSG00000100353.18,EIF3D,protein_coding,EIF3D-201,protein_coding,1880,15,14,High Confidence
ENST00000216218,D5/D6,3,1.124993627,0.169751266,1.074907323,ENST00000216218.8 D5/D6,ENSG00000100380.15,ST13,protein_coding,ST13-201,protein_coding,3212,12,11,High Confidence
ENST00000216225,F7/D6,2,0.856151281,-0.224081752,0.518573155,ENST00000216225.9 F7/D6,ENSG00000100387.9,RBX1,protein_coding,RBX1-201,protein_coding,1169,5,4,Low Confidence
ENST00000216237,D5/D6,3,1.377703463,0.462252893,0.294663092,ENST00000216237.10 D5/D6,ENSG00000100395.15,L3MBTL2,protein_coding,L3MBTL2-201,protein_coding,3189,17,16,High Confidence
ENST00000216237,F7/D6,2,0.857347941,-0.22220156,1.462395446,ENST00000216237.10 F7/D6,ENSG00000100395.15,L3MBTL2,protein_coding,L3MBTL2-201,protein_coding,3189,17,16,Low Confidence
ENST00000216237,M8/D6,3,0.79181152,-0.336816485,0.562136378,ENST00000216237.10 M8/D6,ENSG00000100395.15,L3MBTL2,protein_coding,L3MBTL2-201,protein_coding,3189,17,16,High Confidence
ENST00000216252,D5/D6,2,1.154669282,0.207439799,0.743703082,ENST00000216252.4 D5/D6,ENSG00000100410.8,PHF5A,protein_coding,PHF5A-201,protein_coding,1053,4,3,Low Confidence
ENST00000216252,F7/D6,2,0.806808594,-0.30970291,0.132505908,ENST00000216252.4 F7/D6,ENSG00000100410.8,PHF5A,protein_coding,PHF5A-201,protein_coding,1053,4,3,Low Confidence
ENST00000216254,D5/D6,2,1.054209143,0.07388963,5.607124991,ENST00000216254.9 D5/D6,ENSG00000100412.17,ACO2,protein_coding,ACO2-201,protein_coding,2734,18,17,Low Confidence
ENST00000216254,M8/D6,3,0.743426728,-0.428834983,2.752474879,ENST00000216254.9 M8/D6,ENSG00000100412.17,ACO2,protein_coding,ACO2-201,protein_coding,2734,18,17,Medium Confidence
ENST00000216259,D5/D6,3,0.71058771,-0.493460253,1.955367948,ENST00000216259.8 D5/D6,ENSG00000100417.12,PMM1,protein_coding,PMM1-201,protein_coding,1242,8,7,Medium Confidence
ENST00000216259,F7/D6,2,1.246052247,0.317317787,0.805243019,ENST00000216259.8 F7/D6,ENSG00000100417.12,PMM1,protein_coding,PMM1-201,protein_coding,1242,8,7,Low Confidence
ENST00000216264,D5/D6,3,0.798544814,-0.324603761,0.581889094,ENST00000216264.13 D5/D6,ENSG00000100422.14,CERK,protein_coding,CERK-201,protein_coding,4442,13,12,High Confidence
ENST00000216268,D5/D6,3,1.355847036,0.439158403,0.500498993,ENST00000216268.6 D5/D6,ENSG00000100426.7,ZBED4,protein_coding,ZBED4-201,protein_coding,6893,2,1,High Confidence
ENST00000216277,F7/D6,3,0.790830206,-0.338565361,0.190543552,ENST00000216277.13 F7/D6,ENSG00000090060.19,PAPOLA,protein_coding,PAPOLA-201,protein_coding,4515,22,21,High Confidence
ENST00000216281,D5/D6,4,0.752185239,-0.412429477,2.668247694,ENST00000216281.13 D5/D6,ENSG00000080824.19,HSP90AA1,protein_coding,HSP90AA1-201,protein_coding,3228,11,10,Medium Confidence
ENST00000216281,F7/D6,3,0.832422038,-0.265008877,1.648363329,ENST00000216281.13 F7/D6,ENSG00000080824.19,HSP90AA1,protein_coding,HSP90AA1-201,protein_coding,3228,11,10,High Confidence
ENST00000216281,M8/D6,4,0.729028899,-0.456691831,1.85273481,ENST00000216281.13 M8/D6,ENSG00000080824.19,HSP90AA1,protein_coding,HSP90AA1-201,protein_coding,3228,11,10,Medium Confidence
ENST00000216297,D5/D6,4,1.21463266,0.279788939,1.816120206,ENST00000216297.7 D5/D6,ENSG00000092201.10,SUPT16H,protein_coding,SUPT16H-201,protein_coding,4433,26,25,Medium Confidence
ENST00000216373,M8/D6,2,0.827484162,-0.274723893,4.599260677,ENST00000216373.10 M8/D6,ENSG00000100485.12,SOS2,protein_coding,SOS2-201,protein_coding,5508,23,22,Low Confidence
ENST00000216410,F7/D6,2,1.170352643,0.226109905,3.398033055,ENST00000216410.8 F7/D6,ENSG00000100522.10,GNPNAT1,protein_coding,GNPNAT1-201,protein_coding,3867,6,5,Medium Confidence
ENST00000216416,F7/D6,3,0.926830056,-0.110970249,3.081771747,ENST00000216416.9 F7/D6,ENSG00000100528.12,CNIH1,protein_coding,CNIH1-201,protein_coding,4735,5,4,Medium Confidence
ENST00000216416,M8/D6,3,0.925685228,-0.112944479,3.298160466,ENST00000216416.9 M8/D6,ENSG00000100528.12,CNIH1,protein_coding,CNIH1-201,protein_coding,4735,5,4,Medium Confidence
ENST00000216420,D5/D6,3,0.788937103,-0.342046721,0.447565263,ENST00000216420.12 D5/D6,ENSG00000100532.13,CGRRF1,protein_coding,CGRRF1-201,protein_coding,1962,6,5,High Confidence
ENST00000216463,M8/D6,3,1.310685731,0.389739447,1.998477088,ENST00000216463.8 M8/D6,ENSG00000100575.14,TIMM9,protein_coding,TIMM9-201,protein_coding_CDS_not_defined,1075,5,4,Medium Confidence
ENST00000216468,D5/D6,3,1.278744116,0.354625793,0.838438684,ENST00000216468.8 D5/D6,ENSG00000100580.8,TMED8,protein_coding,TMED8-201,protein_coding,7761,6,5,High Confidence
ENST00000216468,M8/D6,2,1.143392073,0.193245497,1.01757328,ENST00000216468.8 M8/D6,ENSG00000100580.8,TMED8,protein_coding,TMED8-201,protein_coding,7761,6,5,Low Confidence
ENST00000216479,D5/D6,3,1.125351004,0.170374459,0.064383375,ENST00000216479.8 D5/D6,ENSG00000100591.8,AHSA1,protein_coding,AHSA1-201,protein_coding,1337,9,8,High Confidence
ENST00000216487,D5/D6,2,0.449648827,-1.153140601,0.394244269,ENST00000216487.12 D5/D6,ENSG00000100599.16,RIN3,protein_coding,RIN3-201,protein_coding,3852,10,9,Low Confidence
ENST00000216487,M8/D6,2,1.223349082,0.290141711,3.101956086,ENST00000216487.12 M8/D6,ENSG00000100599.16,RIN3,protein_coding,RIN3-201,protein_coding,3852,10,9,Medium Confidence
ENST00000216500,D5/D6,2,1.156583729,0.140880147,30.20078421,ENST00000216500.9 D5/D6,ENSG00000100612.14,DHRS7,protein_coding,DHRS7-201,protein_coding,2322,8,7,Low Confidence
ENST00000216554,D5/D6,3,0.780760732,-0.35711263,0.671049974,ENST00000216554.8 D5/D6,ENSG00000100664.11,EIF5,protein_coding,EIF5-201,protein_coding,5710,12,11,High Confidence
ENST00000216554,M8/D6,2,0.865706127,-0.20806884,0.501125503,ENST00000216554.8 M8/D6,ENSG00000100664.11,EIF5,protein_coding,EIF5-201,protein_coding,5710,12,11,Low Confidence
ENST00000216714,D5/D6,4,1.37892159,0.463501499,0.423289097,ENST00000216714.8 D5/D6,ENSG00000100823.12,APEX1,protein_coding,APEX1-201,protein_coding,1453,5,4,High Confidence
ENST00000216714,M8/D6,3,0.83200846,-0.265449149,0.909841072,ENST00000216714.8 M8/D6,ENSG00000100823.12,APEX1,protein_coding,APEX1-201,protein_coding,1453,5,4,High Confidence
ENST00000216727,D5/D6,3,1.341238895,0.421019337,4.223032408,ENST00000216727.9 D5/D6,ENSG00000100836.11,PABPN1,protein_coding,PABPN1-201,protein_coding,1811,7,6,Low Confidence
